event,sector,region,trkID,c_layer,z_layer,x0,y0,z0,r,phi,theta,eta,c_x0,c_y0,c_z0,z_x0,z_y0,z_z0
2102,3,3,-1,6,5,18.9654664,-11.66291231,23.24785233,22.26460059,-0.5513434634,0.7637975082,0.9122587254,19.28170967,-11.13230038,23.24785233,17.6876049,-10.87708473,1.482499719
2102,3,1,1,1,2,12.63242465,-7.642988205,-2.329573154,14.76460027,-0.5441093785,1.727287216,-0.1571335553,12.78651905,-7.3822999,-2.329573154,13.91577148,-8.41945076,2.058000088
2102,3,2,1,4,3,16.58759112,-9.796768252,-1.802066565,19.26460089,-0.5334851845,1.664067805,-0.09340700977,16.6836338,-9.632300377,-1.802066565,15.29594231,-9.033909798,2.378000021
2102,3,3,1,6,5,19.49123771,-10.76123098,-1.428142905,22.26460059,-0.5044587302,1.634852677,-0.064100201,19.28170967,-11.13230038,-1.428142905,18.17802048,-10.03619576,1.482499957
2102,1,1,2,1,2,-14.5542669,2.483291386,3.848999739,14.76460027,2.972597144,1.315781047,0.2578251446,-12.78651905,-7.3822999,3.848999739,-16.03269958,2.735545874,2.058000088
2102,1,2,2,4,3,-19.02768053,3.012012825,6.306000233,19.26460089,2.984598934,1.254452916,0.3217556234,-16.6836338,-9.632300377,6.306000233,-17.54608154,2.777481079,2.378000021
2102,1,3,2,6,5,-22.07304411,2.914303249,7.991785526,22.26460059,3.010321941,1.226174284,0.3516533079,-19.28170967,-11.13230038,7.991785526,-20.58586693,2.717951298,1.482499957
2103,2,1,1,1,2,8.694470576,11.93312988,-7.272999763,14.7645998,0.9411329101,2.028504136,-0.4745807298,1.421085493e-15,14.7645998,-7.272999763,9.577733994,13.14540577,2.058000088
2103,2,2,1,4,3,11.32306265,15.58566952,-8.700666428,19.26460075,0.9425025345,1.995013333,-0.4375448623,0,19.26460075,-8.700666428,10.44134521,14.37202644,2.378000021
2103,2,3,1,6,5,12.75566938,18.24843405,-9.68502903,22.26460075,0.9607413041,1.981103752,-0.4223296918,0,22.26460075,-9.68502903,11.89626408,17.01895714,1.482499957
2103,1,1,2,1,2,-13.77446678,-5.315777095,7.534999847,14.76460027,-2.773286937,1.098909163,0.4904430603,-12.78651905,-7.3822999,7.534999847,-15.17320061,-5.855569839,2.058000088
2103,1,2,2,4,3,-17.82082139,-7.317320039,10.63763428,19.26460089,-2.751977517,1.066276698,0.5273945794,-16.6836338,-9.632300377,10.63763428,-16.43321419,-6.747561455,2.378000021
2103,1,3,2,6,5,-20.54200225,-8.587117278,12.6150713,22.26460059,-2.745642757,1.055299531,0.539972495,-19.28170967,-11.13230038,12.6150713,-19.15802574,-8.008577347,1.482499957
2103,2,1,3,1,2,-7.170295041,12.90659817,3.85950017,14.7645998,2.077892624,1.315115222,0.2585132824,1.421085493e-15,14.7645998,3.85950017,-7.898695469,14.21772575,2.058000088
2103,2,2,3,4,3,-9.479558507,16.77089183,5.776722431,19.26460075,2.085263853,1.279466108,0.2955409008,-1.421085493e-15,19.26460075,5.776722431,-8.741430283,15.46502209,2.378000021
2103,2,3,3,6,5,-11.29029888,19.18962214,7.056785583,22.26460075,2.102608887,1.263861686,0.3118706758,1.421085493e-15,22.26460075,7.056785583,-10.52963829,17.89676094,1.482499957
2104,3,3,1,6,5,2.105110181,-22.16485846,-0.5945000052,22.26460059,-1.476105234,1.597491563,-0.02669840771,19.28170967,-11.13230038,-0.5945000052,1.963285089,-20.67157173,1.482499957
2104,3,1,2,1,2,13.72372061,-5.44544892,4.579500198,14.76460027,-0.3777369464,1.270037785,0.3053980725,12.78651905,-7.3822999,4.579500198,15.11795521,-5.998668671,2.058000088
2104,3,2,2,4,3,17.96095098,-6.966282166,7.004499912,19.26460089,-0.3699947215,1.222062436,0.3560252616,16.6836338,-9.632300377,7.004499912,16.56241989,-6.423851967,2.378000021
2104,3,3,2,6,5,20.82635423,-7.872446184,8.599077225,22.26460059,-0.3614017507,1.202223722,0.3772125301,19.28170967,-11.13230038,8.599077225,19.42319107,-7.34204483,1.482499957
2105,3,1,1,1,2,13.64839867,-5.631574833,-15.60404968,14.76460027,-0.3913364082,2.383829426,-0.9210106111,12.78651905,-7.3822999,-15.60404968,15.03499889,-6.203711033,2.058000088
2105,3,3,1,6,5,20.94706997,-7.545376004,-20.72800064,22.26460059,-0.3457428238,2.320468665,-0.8317209208,19.28170967,-11.13230038,-20.72800064,19.53568459,-7.036978722,1.482499957
2105,2,1,2,1,2,-1.805019977,14.65384967,-12.30165672,14.7645998,1.693356151,2.265447601,-0.7583728899,4.263256584e-15,14.7645998,-12.30165672,-1.98839736,16.14257812,2.058000088
2105,2,2,2,4,3,-2.426324942,19.1111954,-14.41141701,19.26460075,1.69707903,2.213065988,-0.6916085805,-1.421085493e-15,19.26460075,-14.41141701,-2.237395763,17.62307549,2.378000021
2105,2,3,2,6,5,-3.061505651,22.0531093,-15.78349876,22.26460075,1.708738903,2.18747419,-0.6599470041,-1.421085493e-15,22.26460075,-15.78349876,-2.855246067,20.56734848,1.482499957
2105,2,2,3,4,3,15.6918979,11.17538288,-5.875833511,19.26460075,0.6188506872,1.866840128,-0.3004653385,0,19.26460075,-5.875833511,14.46997643,10.30516052,2.378000021
2105,2,3,3,6,5,17.7235233,13.47550254,-5.940499783,22.26460075,0.6500715883,1.831535955,-0.2637452594,0,22.26460075,-5.940499783,16.52939987,12.56758976,1.482499957
2106,1,1,1,1,2,-6.011117751,-13.48554354,-9.807826996,14.76460027,-1.990106419,2.157144723,-0.6231581025,-12.78651905,-7.3822999,-9.807826996,-6.621813297,-14.85559845,2.058000088
2106,1,2,1,4,3,-7.858759353,-17.58876769,-12.30161572,19.26460089,-1.990990588,2.139087732,-0.601607998,-16.6836338,-9.632300377,-12.30161572,-7.246816158,-16.21917152,2.378000021
2106,1,3,1,6,5,-8.900239338,-20.40828702,-13.99250031,22.26460059,-1.982038714,2.131882743,-0.5930788783,-19.28170967,-11.13230038,-13.99250031,-8.300601006,-19.03331375,1.482499957
2106,1,1,2,1,2,-7.56794564,-12.67752421,-7.346923828,14.76460027,-2.108975836,2.032525282,-0.4790677314,-12.78651905,-7.3822999,-7.346923828,-8.336782455,-13.96544933,2.058000088
2106,1,2,2,4,3,-9.639770108,-16.67931892,-9.104888916,19.26460089,-2.094842884,2.012303266,-0.456591823,-16.6836338,-9.632300377,-9.104888916,-8.889182091,-15.3806057,2.378000021
2106,1,3,2,6,5,-11.04760323,-19.33036219,-10.26636982,22.26460059,-2.090008032,2.002848597,-0.4461575173,-19.28170967,-11.13230038,-10.26636982,-10.30328178,-18.02799797,1.482499957
2107,3,1,1,1,2,13.95545483,-4.820653651,17.05039787,14.76460027,-0.3325991,0.7136748621,0.9867226014,12.78651905,-7.3822999,17.05039787,15.37322521,-5.310396194,2.058000088
2107,3,2,1,4,3,18.27210733,-6.103682579,22.74403191,19.26460089,-0.3223897598,0.7027602198,1.003502253,16.6836338,-9.632300377,22.74403191,16.84930992,-5.628406048,2.378000021
2107,3,1,2,1,2,6.032709365,-13.47589871,7.319360256,14.76460051,-1.149884576,1.110564849,0.4773957253,12.78651905,-7.382300377,7.319360256,6.645598412,-14.84497356,2.058000088
2107,3,2,2,4,3,8.78254432,-17.14618799,10.16634464,19.26460089,-1.097424093,1.085218229,0.5058682698,16.6836338,-9.632300377,10.16634464,8.098670959,-15.81105995,2.377999783
2107,3,3,2,6,5,12.02436455,-18.73838565,12.22394371,22.26460059,-1.000280225,1.068697796,0.5246307401,19.28170967,-11.13230038,12.22394371,11.21425629,-17.4759388,1.482499719
2107,2,1,3,1,2,-5.260102186,13.795823,10.05632401,14.7645998,1.9350633,0.9728606901,0.6371230375,1.421085493e-15,14.7645998,10.05632401,-5.794494629,15.1973896,2.058000088
2107,2,2,3,4,3,-6.982229298,17.95475748,13.59259987,19.26460075,1.941679082,0.9563392643,0.6572269203,0,19.26460075,13.59259987,-6.438544273,16.55667496,2.378000021
2107,2,3,3,6,5,-8.408147297,20.61590419,15.95004559,22.26460075,1.958049527,0.949157572,0.6660387303,0,22.26460075,15.95004559,-7.841677189,19.2269783,1.482499957
2108,2,2,-1,4,3,15.36713211,11.61792119,-5.67107296,19.26460075,0.6473453551,1.857087296,-0.290283918,7.010770986e-08,19.26460075,-5.67107296,14.16694927,10.71055412,2.377999783
2108,2,3,-1,6,5,12.1434439,18.66143663,-8.546175003,22.26460075,0.9939123413,1.937299636,-0.3749951455,-8.280888437e-07,22.26460075,-8.546175003,11.32502556,17.4037323,1.482499719
2108,3,3,-1,6,5,21.40018424,6.143659673,3.29010725,22.26460059,0.2795659363,1.424085064,0.1472404198,19.28170967,-11.13230038,3.29010725,19.958395,5.729744434,1.482499719
2108,2,1,1,1,2,9.301472989,11.46629877,-6.956045628,14.7645998,0.8892627281,2.011082343,-0.4552417963,0,14.7645998,-6.956045628,10.24643803,12.63119507,2.058000088
2108,2,2,1,4,3,12.06026944,15.02247461,-9.080900192,19.26460075,0.8943412165,2.011284918,-0.4554657383,1.421085493e-15,19.26460075,-9.080900192,11.12115002,13.85269165,2.378000021
2108,2,3,1,6,5,13.80329496,17.46944461,-10.47933769,22.26460075,0.9020969859,2.010707983,-0.4548280058,-2.842170985e-15,22.26460075,-10.47933769,12.87325096,16.29238129,1.482499957
2108,2,1,2,1,2,-9.630695944,11.1912065,2.73149991,14.7645998,2.281388711,1.387861355,0.1839639179,1.421085493e-15,14.7645998,2.73149991,-10.60908985,12.32813454,2.058000088
2108,2,2,2,4,3,-12.67862532,14.50438907,3.602375031,19.26460075,2.289129607,1.385936721,0.185921561,1.421085493e-15,19.26460075,3.602375031,-11.69142246,13.37502575,2.378000021
2108,2,3,2,6,5,-14.7629101,16.6664013,4.167921066,22.26460075,2.295704175,1.385738733,0.1861229846,0,22.26460075,4.167921066,-13.76829815,15.54354668,1.482499957
2109,1,1,1,1,2,-13.13808043,-6.736784386,11.9989996,14.76460027,-2.667783067,0.8883671058,0.7425445583,-12.78651905,-7.3822999,11.9989996,-14.47278309,-7.42117691,2.058000088
2109,1,2,1,4,3,-17.04374898,-8.979725397,16.63575363,19.26460089,-2.656686097,0.8584939213,0.7815196811,-16.6836338,-9.632300377,16.63575363,-15.7165966,-8.280497551,2.378000021
2109,1,3,1,6,5,-19.44311112,-10.8479431,19.95128632,22.26460059,-2.632679657,0.8401406592,0.8059645313,-19.28170967,-11.13230038,19.95128632,-18.13317871,-10.11708927,1.482499957
2109,3,1,3,1,2,7.749833114,-12.5671599,-4.56844759,14.76460027,-1.018207105,1.870871832,-0.304683011,12.78651905,-7.3822999,-4.56844759,8.537139893,-13.84385967,2.058000088
2109,3,2,3,4,3,10.22150269,-16.32929056,-4.911285877,19.26460089,-1.011506093,1.820417436,-0.252254582,16.6836338,-9.632300377,-4.911285877,9.425603867,-15.05780792,2.378000021
2109,3,3,3,6,5,11.97747522,-18.7683917,-5.140250206,22.26460059,-1.002780536,1.797691779,-0.2288677112,19.28170967,-11.13230038,-5.140250206,11.17052364,-17.5039196,1.482499957
2110,1,1,1,1,2,-13.45826448,6.071946832,-1.887321472,14.76460027,2.717767314,1.697934314,-0.1274818894,-12.78651905,-7.3822999,-1.887321472,-14.82552052,6.688809872,2.058000088
2110,1,2,1,4,3,-17.62133884,7.785452144,-1.639999986,19.26460089,2.725562373,1.6557218,-0.08502774274,-16.6836338,-9.632300377,-1.639999986,-16.24919701,7.179213047,2.378000021
2110,1,3,1,6,5,-20.45892736,8.783207319,-1.501999974,22.26460059,2.736077679,1.638155614,-0.06741028295,-19.28170967,-11.13230038,-1.501999974,-19.08053589,8.191451073,1.482499957
2110,1,1,2,1,2,-14.42668153,-3.140745332,14.13883686,14.76460027,-2.927233467,0.80704492,0.8510847546,-12.78651905,-7.3822999,14.13883686,-15.89230537,-3.45981741,2.058000088
2110,1,2,2,4,3,-18.8070632,-4.173634048,19.3864994,19.26460089,-2.923213217,0.7822443564,0.8858407991,-16.6836338,-9.632300377,19.3864994,-17.34258461,-3.84863925,2.378000021
2110,1,3,2,6,5,-21.68587031,-5.043358837,22.88993645,22.26460059,-2.913090188,0.7715502552,0.9010949865,-19.28170967,-11.13230038,22.88993645,-20.22482872,-4.70357275,1.482499957
2110,2,1,3,1,2,8.798086097,11.85694262,-6.364124775,14.7645998,0.932422145,1.97777129,-0.4186982174,4.263256584e-15,14.7645998,-6.364124775,9.691848755,13.06144238,2.058000088
2110,2,2,3,4,3,11.35375537,15.56332488,-7.464650631,19.26460075,0.9405318318,1.940463368,-0.3783860056,0,19.26460075,-7.464650631,10.46966362,14.35144329,2.378000021
2110,2,3,3,6,5,12.95998948,18.1038979,-8.20925045,22.26460075,0.9495003224,1.924043854,-0.3608319548,0,22.26460075,-8.20925045,12.08681965,16.884161,1.482499957
2111,1,1,-1,1,2,-4.649463066,-14.01341847,3.92142725,14.76459969,-1.891154086,1.31119324,0.2625691364,-12.7865181,-7.382300377,3.92142725,-5.12181139,-15.43706989,2.058000088
2111,1,2,-1,4,3,-7.470030309,-17.75734992,4.988341331,19.26460041,-1.968995913,1.317423074,0.2561286008,-16.6836338,-9.632299423,4.988341331,-6.88837719,-16.37467575,2.377999783
2111,2,2,-1,4,3,-5.937263764,18.32685847,-3.774272442,19.26460075,1.88409197,1.764263343,-0.194685329,7.010770986e-08,19.26460075,-3.774272442,-5.474934578,16.89976311,2.377999783
2111,2,1,1,1,2,-1.143793967,14.72022903,-4.154500008,14.7645998,1.648342697,1.845086561,-0.2777957502,1.421085493e-15,14.7645998,-4.154500008,-1.259989858,16.21562958,2.058000088
2111,2,2,1,4,3,-1.646323009,19.19412574,-6.13391304,19.26460075,1.656359144,1.879050243,-0.3132549214,1.421085493e-15,19.26460075,-6.13391304,-1.518133402,17.69959068,2.378000021
2111,2,3,1,6,5,-2.15212628,22.16034294,-7.477152348,22.26460075,1.667608834,1.894793466,-0.3298191478,-1.421085493e-15,22.26460075,-7.477152348,-2.007133245,20.66735649,1.482499957
2111,1,1,2,1,2,-2.508128488,-14.55000731,14.76555157,14.76460027,-1.741498602,0.7853659491,0.8814191457,-12.78651905,-7.3822999,14.76555157,-2.762937546,-16.02819061,2.058000088
2111,1,2,2,4,3,-3.158632639,-19.00389137,18.61611176,19.26460089,-1.735500435,0.8025157346,0.857369384,-16.6836338,-9.632300377,18.61611176,-2.912676096,-17.52409554,2.378000021
2111,1,3,2,6,5,-3.347927086,-22.01144756,21.18404961,22.26460059,-1.721738803,0.810262648,0.8466364308,-19.28170967,-11.13230038,21.18404961,-3.122366428,-20.52846527,1.482499957
2111,1,1,3,1,2,-14.19622329,4.057174585,0.5843709707,14.76460027,2.863220656,1.531237781,0.0395688672,-12.78651905,-7.3822999,0.5843709707,-15.63840675,4.469339848,2.058000088
2111,1,2,3,4,3,-18.5513234,5.193577526,0.07214285433,19.26460089,2.868623591,1.567051504,0.003744831576,-16.6836338,-9.632300377,0.07214285433,-17.10682869,4.789180756,2.378000021
2111,1,3,3,6,5,-21.48915981,5.824813313,-0.2838170826,22.26460059,2.876894769,1.583543095,-0.01274711376,-19.28170967,-11.13230038,-0.2838170826,-20.04135704,5.432374477,1.482499957
2112,2,1,1,1,2,-9.576625286,11.23751109,8.073200226,14.7645998,2.276567164,1.070417574,0.5226697347,2.842170985e-15,14.7645998,8.073200226,-10.54940701,12.37900352,2.058000088
2112,2,2,1,4,3,-12.970102,14.24434261,10.420681,19.26460075,2.309406446,1.074948104,0.5175125213,0,19.26460075,10.420681,-11.96009064,13.13510323,2.378000021
2112,2,3,1,6,5,-16.0912412,15.38780048,12.10067654,22.26460075,2.378537091,1.072961857,0.519771951,0,22.26460075,12.10067654,-15.00703907,14.35099506,1.482499957
2113,1,3,-1,6,5,-11.58357709,-19.01402535,6.573999882,22.26460012,-2.117962016,1.283687445,0.2911366372,-19.28170967,-11.13229942,6.573999882,-10.80315018,-17.73298264,1.482499719
2113,3,1,-1,1,2,5.283512519,-13.78687505,5.484175682,14.76460051,-1.204831908,1.215149657,0.3633901172,12.78651905,-7.382300377,5.484175682,5.820263863,-15.18748188,2.058000088
2113,3,2,-1,4,3,7.027457888,-17.93710353,10.01486301,19.26460089,-1.197393306,1.091388567,0.4989027381,16.6836338,-9.632300377,10.01486301,6.480239868,-16.54036713,2.377999783
2113,3,3,-1,6,5,8.330151725,-20.64754251,13.148592,22.26460059,-1.187323491,1.037346604,0.5607136943,19.28170967,-11.13230038,13.148592,7.768924713,-19.25645638,1.482499719
2113,1,1,1,1,2,-11.53338644,-9.218156994,1.002300024,14.76460027,-2.467304017,1.503014973,0.06783331488,-12.78651905,-7.3822999,1.002300024,-12.70505142,-10.15462017,2.058000088
2113,1,3,1,6,5,-16.87456499,-14.52451362,3.593691587,22.26460059,-2.430899802,1.410768208,0.1607155507,-19.28170967,-11.13230038,3.593691587,-15.73769951,-13.54597473,1.482499957
2114,2,1,1,1,2,-8.98615558,11.7150508,3.874125004,14.7645998,2.225127198,1.314188268,0.2594714988,1.421085493e-15,14.7645998,3.874125004,-9.899033546,12.90514946,2.058000088
2114,2,2,1,4,3,-11.86736293,15.17532666,7.111599922,19.26460075,2.234475416,1.217160947,0.3612453616,-1.421085493e-15,19.26460075,7.111599922,-10.94330788,13.99369621,2.378000021
2114,2,3,1,6,5,-13.88567609,17.40403534,9.295191765,22.26460075,2.244220231,1.175306031,0.4062226592,1.421085493e-15,22.26460075,9.295191765,-12.9501524,16.2314682,1.482499957
2114,3,1,2,1,2,3.062035833,-14.44359227,2.623891354,14.76460027,-1.361889759,1.394917529,0.1767926269,12.78651905,-7.3822999,2.623891354,3.373089552,-15.91082954,2.058000088
2114,3,2,2,4,3,4.11056895,-18.82094765,5.441066742,19.26460089,-1.355768916,1.295527753,0.2788122222,16.6836338,-9.632300377,5.441066742,3.790496349,-17.35544014,2.378000021
2114,3,3,2,6,5,4.831430725,-21.73406811,7.441000462,22.26460059,-1.352055571,1.248259069,0.3282795174,19.28170967,-11.13230038,7.441000462,4.505927086,-20.26979828,1.482499957
2114,3,1,3,1,2,14.43381163,3.107813251,-11.81935024,14.76460027,0.212077031,2.245853949,-0.7330738561,12.78651905,-7.3822999,-11.81935024,15.90007973,3.423522472,2.058000088
2114,3,2,3,4,3,18.78018304,4.29296779,-13.38873482,19.26460089,0.2247291086,2.178153,-0.6485586563,16.6836338,-9.632300377,-13.38873482,17.3178997,3.958703995,2.378000021
2114,3,3,3,6,5,21.65808127,5.161390804,-14.46824932,22.26460059,0.2339487469,2.147053417,-0.6110834268,19.28170967,-11.13230038,-14.46824932,20.19890976,4.813652039,1.482499957
2115,1,1,1,1,2,-13.90794587,-4.956053159,-3.94946909,14.76460027,-2.799274823,1.832172679,-0.264404314,-12.78651905,-7.3822999,-3.94946909,-15.32090187,-5.459555626,2.058000088
2115,1,2,1,4,3,-18.10178476,-6.591679309,-3.571955442,19.26460089,-2.792372251,1.754129805,-0.1843692017,-16.6836338,-9.632300377,-3.571955442,-16.69226456,-6.078409195,2.378000021
2115,1,3,1,6,5,-20.85779736,-7.788756552,-3.285833359,22.26460059,-2.784206315,1.717319728,-0.1470505203,-19.28170967,-11.13230038,-3.285833359,-19.45255661,-7.264008999,1.482499957
2115,2,1,2,1,2,8.749381524,11.89292774,-12.37814999,14.7645998,0.9365235994,2.268497817,-0.7623481539,1.421085493e-15,14.7645998,-12.37814999,9.63824749,13.10115242,2.058000088
2115,2,2,2,4,3,11.34242789,15.57158218,-14.59251976,19.26460075,0.9412594701,2.219066483,-0.6991191989,0,19.26460075,-14.59251976,10.45920277,14.35903645,2.378000021
2115,2,3,2,6,5,12.93410617,18.12239897,-15.97850037,22.26460075,0.9509293013,2.193279152,-0.6670773571,1.421085493e-15,22.26460075,-15.97850037,12.06269741,16.90143967,1.482499957
2115,1,1,3,1,2,-7.790620848,-12.54191564,-2.354624987,14.76460027,-2.12663439,1.728942317,-0.1588093516,-12.78651905,-7.3822999,-2.354624987,-8.582089424,-13.81608009,2.058000088
2115,1,2,3,4,3,-10.04418717,-16.43895227,-1.479272723,19.26460089,-2.119264265,1.647433034,-0.07671183429,-16.6836338,-9.632300377,-1.479272723,-9.262086868,-15.15891743,2.378000021
2115,1,3,3,6,5,-11.20419301,-19.24002335,-0.8988333941,22.26460059,-2.098127677,1.611144932,-0.04035955729,-19.28170967,-11.13230038,-0.8988333941,-10.44929981,-17.94370842,1.482499957
2116,2,1,1,1,2,-1.111402376,14.72271008,18.48568916,14.7645998,1.646142402,0.6739503942,1.048859133,2.842170985e-15,14.7645998,18.48568916,-1.224308252,16.21837044,2.058000088
2116,3,1,2,1,2,14.74471545,0.7660205364,15.73882866,14.76460027,0.05190554415,0.7534706928,0.9272703576,12.78651905,-7.3822999,15.73882866,16.24267769,0.8438429832,2.058000088
2116,3,2,2,4,3,19.1391533,2.194916519,22.07552528,19.26460089,0.1141831733,0.7175076007,0.9808805667,16.6836338,-9.632300377,22.07552528,17.64850998,2.023966551,2.378000021
2117,2,2,1,4,3,-15.69046899,11.17738901,-18.35482788,19.26460075,2.522614116,2.332015612,-0.8475830981,-1.421085493e-15,19.26460075,-18.35482788,-14.46863365,10.30699253,2.378000021
2117,3,1,2,1,2,6.791373723,-13.10994524,6.642970085,14.76460027,-1.092827246,1.148004361,0.4359817251,12.78651905,-7.3822999,6.642970085,7.481333733,-14.44183159,2.058000088
2117,3,2,2,4,3,8.933232865,-17.06816329,10.39282703,19.26460089,-1.088615651,1.076067355,0.5162404025,16.6836338,-9.632300377,10.39282703,8.237630844,-15.73912048,2.378000021
2117,3,3,2,6,5,10.6564684,-19.54871149,13.05822182,22.26460059,-1.071704526,1.040361318,0.5572156269,19.28170967,-11.13230038,13.05822182,9.938502312,-18.23164177,1.482499957
2117,3,1,3,1,2,10.87172944,-9.989940947,-10.08240032,14.76460027,-0.7431549535,2.169937409,-0.6385821316,12.78651905,-7.3822999,-10.08240032,11.97618103,-11.00481224,2.058000088
2117,3,2,3,4,3,14.28896438,-12.92092661,-11.29599953,19.26460089,-0.7351632396,2.101126354,-0.5570939252,16.6836338,-9.632300377,-11.29599953,13.17635536,-11.91483974,2.378000021
2117,3,3,3,6,5,16.60678827,-14.82993672,-12.10769272,22.26460059,-0.7289367155,2.068874036,-0.5200488128,19.28170967,-11.13230038,-12.10769272,15.48789501,-13.83076,1.482499957
2118,3,1,1,1,2,8.878756172,-11.79665673,-2.123166561,14.76460027,-0.9256012399,1.71361839,-0.1433101049,12.78651905,-7.3822999,-2.123166561,9.780779839,-12.99512005,2.058000088
2118,3,2,1,4,3,11.59980813,-15.38080943,-2.492615461,19.26460089,-0.9246291411,1.699469826,-0.1290300482,16.6836338,-9.632300377,-2.492615461,10.69657326,-14.18316174,2.378000021
2118,3,3,1,6,5,13.5057137,-17.70051233,-2.745687485,22.26460059,-0.9190190458,1.693497576,-0.1230103036,19.28170967,-11.13230038,-2.745687485,12.5958128,-16.50800133,1.482499957
2118,1,1,2,1,2,-14.37570834,3.366367635,2.190807581,14.76460027,2.911566872,1.423488708,0.1478432783,-12.78651905,-7.3822999,2.190807581,-15.83611488,3.708351851,2.058000088
